volume_author,bestseller_author,aRatio,trunc_volumetitle,volume_title,trunc_bestsellertitle,bestseller_title,tRatio,original_tRaio,volume_year,bestseller_year,docid
"bromfield, louis","bromfield, louis",100,rains came,the rains came a novel of modern india louis bromfield.,rains came,the rains came,98,100,1937.0,1938,mdp.39015042086333
"waltari, mika","waltari, mika",100,adventurer,the adventurer; translated by naomi walford.,adventurer,the adventurer,98,100,1950.0,1950,uc1.b4877325
"locke, william john","locke, william j.",89,red planet,the red planet,red planet,the red planet,98,100,1917.0,1917,uc2.ark+=13960=t84j0ds6x
"ertz, susan","ertz, susan",100,after noon,"after noon, by suzan ertz.",after noon,after noon,98,100,1926.0,1926,mdp.39015063917689
"king, basil","king, basil",100,wild olive,the wild olive,wild olive,the wild olive,98,100,1910.0,1910,uc2.ark+=13960=fk7xk8535b
"winsor, kathleen","winsor, kathleen",100,star money,star money kathleen winsor.,star money,star money,98,100,1950.0,1950,mdp.39015062494060
"wilder, thornton","wilder, thornton",100,eighth day,the eighth day [by] thornton wilder.,eighth day,the eighth day,98,100,1967.0,1967,pst.000027230794
"webster, jean","webster, jean",100,dear enemy,dear enemy,dear enemy,dear enemy,98,100,1915.0,1916,uc2.ark+=13960=t86h4gn6r
"lewis, sinclair","lewis, sinclair",100,arrowsmith,arrowsmith sinclair lewis.,arrowsmith,arrowsmith,98,100,1925.0,1925,mdp.39015000636111
"ferber, edna","ferber, edna",100,ice palace,ice palace by edna ferber.,ice palace,ice palace,98,100,1958.0,1958,mdp.39015002725706
"lewis, sinclair","lewis, sinclair",100,arrowsmith,arrowsmith ; elmer gantry ; dodsworth sinclair lewis.,arrowsmith,arrowsmith,98,100,1951.0,1925,mdp.39015055479847
"levin, meyer","levin, meyer",100,compulsion,compulsion.,compulsion,compulsion,98,100,1956.0,1957,mdp.39015002385675
"bacheller, irving addison","bacheller, irving",81,d'ri and i,"d'ri and i; a tale of daring deeds in the second war with the british. being the memoirs of colonel ramon bell, u.s.a., by irving bacheller ... illustrated by f.c. yohn.",d'ri and i,d'ri and i,98,100,1901.0,1901,nyp.33433082266341
"weidman, jerome","weidman, jerome",100,enemy camp,the enemy camp a novel by jerome weidman.,enemy camp,the enemy camp,98,100,1958.0,1958,mdp.39015031307575
"king, basil","king, basil",100,wild olive,"the wild olive; a novel, by the author of ""the inner shrine""; illustrated by lucius hitchcock.",wild olive,the wild olive,98,100,1910.0,1910,mdp.39015063930195
"keyes, frances parkinson","keyes, frances parkinson",100,river road,the river road,river road,the river road,98,100,1945.0,1946,uc1.b3710829
"keyes, frances parkinson","keyes, frances parkinson",100,joy street,joy street frances parkinson keyes.,joy street,joy street,98,100,1950.0,1950,uc1.b4095385
"deland, margaret","deland, margaret",100,iron woman,the iron woman,iron woman,the iron woman,98,100,1911.0,1911,uc2.ark+=13960=fk5q81518x
"deil, ethel may","dell, ethel m.",83,greatheart,"greatheart, by ethel m. dell...",greatheart,greatheart,98,100,1918.0,1918,nyp.33433074959549
"streeter, edward","streeter, edward",100,dere mable,"dere mable love letters of a rookie by edward streeter ...  ; with 35 illustrations in black-and-white by g. william breck (""bill breck"") ...",dere mable,dere mable,98,100,1918.0,1918,mdp.39015049237780
"davis, gwen","davis, gwen",100,pretenders,the pretenders; a novel.,pretenders,the pretenders,98,100,1969.0,1969,uc1.$b404145
"vance, louis joseph","vance, louis j.",82,brass bowl,the brass bowl,brass bowl,the brass bowl,98,100,1907.0,1907,uc2.ark+=13960=t9q23sh58
"rice, alice caldwell hegan","rice, alice hegan",79,lovey mary,lovey mary,lovey mary,lovey mary,98,100,1903.0,1903,uc2.ark+=13960=t4sj1bv84
"poole, ernest","poole, ernest",100,his family,his family.,his family,his family,98,100,1917.0,1917,nyp.33433076055130
"uris, leon","uris, leon",100,battle cry,battle cry.,battle cry,battle cry,98,100,1953.0,1953,uc1.b3435087
"uris, leon","uris, leon",100,armageddon,"armageddon; a novel of berlin, by leon uris.",armageddon,armageddon,98,100,1964.0,1964,mdp.39015002323601
"michener, james a. (james albert)","michener, james a.",71,chesapeake,chesapeake a novel james a. michener.,chesapeake,chesapeake,98,100,1978.0,1978,mdp.39015056331625
"michener, james a. (james albert)","michener, james a.",71,chesapeake,chesapeake james a. michener.,chesapeake,chesapeake,98,100,1978.0,1978,mdp.39015000680200
"michener, james a. (james albert)","michener, james a.",71,centennial,centennial james a. michener.,centennial,centennial,98,100,1974.0,1974,mdp.49015002997865
"mccutcheon, george barr","mccutcheon, george barr",100,jane cable,"jane cable, by george barr mccutcheon ... illustrations in color by harrison fisher.",jane cable,jane cable,98,100,1906.0,1906,nyp.33433076081052
"macgrath, harold","macgrath, harold",100,goose girl,the goose girl,goose girl,the goose girl,98,100,1909.0,1909,uc2.ark+=13960=t91834w37
"macgrath, harold","macgrath, harold",100,goose girl,the goose girl. with illustrations by andré castaigne.,goose girl,the goose girl,98,100,1909.0,1909,nnc1.1002190290
"uris, leon","uris, leon",100,mitla pass,mitla pass leon uris.,mitla pass,mitla pass,98,100,1988.0,1988,mdp.39015014519006
"dell, ethel m. (ethel may)","dell, ethel m.",70,greatheart,greatheart,greatheart,greatheart,98,100,1918.0,1918,uc2.ark+=13960=t95719v6f
"atherton, gertrude franklin horn","atherton, gertrude",72,black oxen,"black oxen, by gertrude atherton.",black oxen,black oxen,98,100,1923.0,1923,mdp.39015063753738
"segal, erich","segal, erich",100,love story,love story.,love story,love story,98,100,1970.0,1970,mdp.39015008850250
"jenkins, dan","jenkins, dan",100,semi-tough,semi-tough.,semi-tough,semi-tough,98,100,1972.0,1972,uc1.b4451024
"deland, margaret","deland, margaret",100,awakening of helena richie,the awakening of helena richie,awakening of helena ritchi,the awakening of helena ritchie,98,96,1906.0,1906,uc2.ark+=13960=t5r786w50
"steel, danielle","steel, danielle",100,granny dan,granny dan danielle steel.,granny dan,granny dan,98,100,1999.0,1999,mdp.39015047518694
"smith, martin cruz","smith, martin cruz",100,gorky park,gorky park martin cruz smith.,gorky park,gorky park,98,100,1981.0,1981,mdp.39015010204876
"smith, martin cruz","smith, martin cruz",100,gorky park,gorky park a novel martin cruz smith.,gorky park,gorky park,98,100,1981.0,1981,mdp.39015068816498
"smith, martin cruz","smith, martin cruz",100,polar star,polar star martin cruz smith.,polar star,polar star,98,100,1989.0,1989,mdp.39015053525567
"johnson, owen","johnson, owen",100,salamander,the salamander,salamander,the salamander,98,100,1914.0,1914,uc2.ark+=13960=t94748x6r
"johnston, mary","johnston, mary",100,lewis rand,lewis rand by mary johnston ... ; with illustrations by f.c. yohn.,lewis rand,lewis rand,98,100,1908.0,1908,mdp.39015063920121
"dixon, thomas","dixon, thomas jr.",87,one woman,the one woman a story of modern utopia by thomas dixon.,one woman,the one woman,97,100,1910.0,1903,uva.x002122780
"plain, belva","plain, belva",100,evergreen,evergreen a novel by belva plain.,evergreen,evergreen,97,100,1978.0,1978,mdp.49015002580224
"auchincloss, louis","auchincloss, louis",100,embezzler,the embezzler.,embezzler,the embezzler,97,100,1966.0,1966,mdp.39015011571653
"bellamann, henry","bellamann, henry",100,kings row,"kings row,",kings row,kings row,97,100,1940.0,1942,uc1.32106002089198
"puzo, mario","puzo, mario",100,fools die,fools die a novel by mario puzo.,fools die,fools die,97,100,1978.0,1978,mdp.39015055842531
"ferber, edna","ferber, edna",100,show boat,"show boat, by edna ferber.",show boat,show boat,97,100,1926.0,1926,mdp.39015054194546
"galsworthy, john","galsworthy, john",100,swan song,"swan song, by john galsworthy.",swan song,swan song,97,100,1928.0,1928,uc1.b4098089
"mccutcheon, george barr","mccutcheon, george barr",100,graustark,graustark the story of a love behind a throne.,graustark,graustark,97,100,1901.0,1901,mdp.39015030760691
"mccutcheon, george barr","mccutcheon, george barr",100,graustark,graustark,graustark,graustark,97,100,1901.0,1901,uc2.ark+=13960=t7gq6sr2x
"steel, danielle","steel, danielle",100,lightning,lightning danielle steel.,lightning,lightning,97,100,1995.0,1995,mdp.39015034418718
"gibbs, arthur hamilton","gibbs, a. hamilton",85,soundings,"soundings; a novel, by a. hamilton gibbs.",soundings,soundings,97,100,1925.0,1925,mdp.39015003929844
"chase, mary ellen","chase, mary ellen",100,windswept,"windswept, by mary ellen chase.",windswept,windswept,97,100,1941.0,1942,mdp.39015030727997
"steel, danielle","steel, danielle",100,crossings,crossings danielle steel.,crossings,crossings,97,100,1982.0,1982,uc1.32106013896318
"arlen, michael","arlen, michael",100,green hat,"the green hat; a romance for a few people, by michael arlen.",green hat,the green hat,97,100,1924.0,1925,mdp.39015063753423
"arlen, michael","arlen, michael",100,green hat,"the green hat, by michael arlen.",green hat,the green hat,97,100,1924.0,1925,mdp.39015016883731
"cornwell, patricia daniels","cornwell, patricial",84,body farm,the body farm a novel patricia cornwell.,body farm,the body farm,97,100,1994.0,1994,mdp.39015032709837
"gallico, paul","gallico, paul",100,mrs. 'arris goes to parli,mrs. 'arris goes to parliament. drawings by gioia fiammenghi.,mrs. 'arris goes to paris,mrs. 'arris goes to paris,97,96,1965.0,1959,uc1.$b244227
"ferber, edna","ferber, edna",100,show boat,show boat a novel by edna ferber.,show boat,show boat,97,100,1954.0,1926,pst.000029585342
"puzo, mario","puzo, mario",100,godfather,the godfather. -,godfather,the godfather,97,100,1969.0,1969,mdp.39015000599400
"grisham, john","grisham, john",100,testament,the testament john grisham.,testament,the testament,97,100,1999.0,1999,mdp.39015054084192
"dixon, thomas","dixon, thomas jr.",87,one woman,the one woman,one woman,the one woman,97,100,1903.0,1903,uc2.ark+=13960=t5gb1zq7q
"deeping, warwick","deeping, warwick",100,old pybus,old pybus by warwick deeping.,old pybus,old pybus,97,100,1928.0,1928,uc1.b3834679
"ward, mary jane","ward, mary jane",100,snake pit,the snake pit by mary jane ward.,snake pit,the snake pit,97,100,1946.0,1946,pst.000030567658
"wakeman, frederic","wakeman, frederic",100,hucksters,the hucksters.,hucksters,the hucksters,97,100,1946.0,1946,uc1.b4083124
"du maurier, daphne","du maurier, daphne",100,parasites,the parasites.,parasites,the parasites,97,100,1949.0,1950,inu.32000002906495
"du maurier, daphne","du maurier, daphne",100,mary anne,"mary anne, a novel.",mary anne,mary anne,97,100,1954.0,1954,mdp.39015007017208
"du maurier, daphne","du maurier, daphne",100,scapegoat,the scapegoat.,scapegoat,the scapegoat,97,100,1957.0,1957,inu.32000002906503
"doctorow, e. l","doctorow, e.l.",93,loon lake,loon lake e. l. doctorow.,loon lake,loon lake,97,100,1980.0,1980,mdp.39015003670778
"doctorow, e. l","doctorow, e.l.",93,loon lake,loon lake a novel e.l. doctorow.,loon lake,loon lake,97,100,1992.0,1980,mdp.39015070756450
"vance, louis joseph","vance, louis j.",82,black bag,"the black bag, by louis joseph vance; with illustrations by thomas fogarty.",black bag,the black bag,97,100,1908.0,1908,mdp.39015063977006
"monsarrat, nicholas","monsarrat, nicholas",100,cruel sea,the cruel sea.,cruel sea,the cruel sea,97,100,1951.0,1951,mdp.39015000643026
"johnston, mary","johnston, mary",100,long roll,"the long roll, by mary johnston, with illustrations by n.c. wyeth.",long roll,the long roll,97,100,1911.0,1911,nyp.33433076071970
"connor, ralph","connor, ralph",100,sky pilot,the sky pilot,sky pilot,the sky pilot in no man's land,97,100,1900.0,1919,uc2.ark+=13960=t2t43mf6g
"tarkington, booth","tarkington, booth",100,plutocrat,the plutocrat by booth tarkington.,plutocrat,the plutocrat,97,100,1927.0,1927,pst.000015374950
"tarkington, booth","tarkington, booth",100,plutocrat,the plutocrat; a novel,plutocrat,the plutocrat,97,100,1927.0,1927,mdp.39015031304515
"tarkington, booth","tarkington, booth",100,seventeen,"seventeen; a tale of youth and summer time and the baxter family, especially william, by booth tarkington.",seventeen,seventeen,97,100,1916.0,1916,uc1.b4084371
"tarkington, booth","tarkington, booth",100,seventeen,seventeen booth tarkington.,seventeen,seventeen,97,100,1916.0,1916,mdp.49015000550633
"wister, owen","wister, owen",100,virginian,the virginian a horseman of the plains by owen wister.,virginian,the virginian,97,100,1904.0,1903,nyp.33433074795125
"tarkington, booth","tarkington, booth",100,midlander,"the midlander, by booth tarkington.",midlander,the midlander,97,100,1923.0,1924,mdp.39015064415238
"keyes, frances parkinson","keyes, frances parkinson",100,royal box,the royal box.,royal box,the royal box,97,100,1954.0,1954,uc1.b3710830
"remarque, erich maria","remarque, erich maria",100,road back,the road back. translated from the german by a. w. wheen.,road back,the road back,97,100,1931.0,1931,uc1.32106008377712
"yerby, frank","yerby, frank",100,floodtide,floodtide.,floodtide,floodtide,97,100,1950.0,1950,mdp.39015014862471
"keyes, frances parkinson","keyes, frances parkinson",100,victorine,victorine.,victorine,victorine,97,100,1958.0,1958,uc1.$b102097
"lewis, sinclair","lewis, sinclair",100,dodsworth,"dodsworth, a novel by sinclair lewis.",dodsworth,dodsworth,97,100,1929.0,1929,mdp.39015048880846
"king, stephen","king, stephen",100,christine,christine stephen king.,christine,christine,97,100,1983.0,1983,uc1.32106009833416
"king, stephen","king, stephen",100,dark half,the dark half stephen king.,dark half,the dark half,97,100,1989.0,1989,uc1.32106011612402
"lewis, sinclair","lewis, sinclair",100,dodsworth,dodsworth a novel by sinclair lewis.,dodsworth,dodsworth,97,100,1929.0,1929,uc1.b4091425
"koontz, dean r. (dean ray)","koontz, dean r.",73,bad place,the bad place dean r. koontz.,bad place,the bad place,97,100,1990.0,1990,pst.000021969058
"hill, ruth beebe","hill, ruth beebe",100,hanta yo,hanta yo ruth beebe hill.,hanta yo,hanta yo,96,100,1979.0,1979,mdp.39015019212961
"hailey, arthur","hailey, arthur",100,overload,overload arthur hailey.,overload,overload,96,100,1979.0,1979,mdp.39015005588903
"lincoln, joseph crosby","lincoln, joseph c.",85,portygee,the portygee ...,portygee,the portygee,96,100,1920.0,1920,mdp.39015063923943
"crichton, michael","crichton, michael",100,timeline,timeline michael crichton.,timeline,timeline,96,100,1999.0,1999,pst.000053470362
"robinson, henry morton","robinson, henry morton",100,cardinal,the cardinal.,cardinal,the cardinal,96,100,1950.0,1951,pst.000032352818
"francis, dick","francis, dick",100,straight,straight dick francis.,straight,straight,96,100,1989.0,1989,mdp.39015062109155
"nin, anaïs","nin, anais",90,delta of venus erotica ,delta of venus erotica by anaïs nin.,delta of venus: erotica,delta of venus: erotica,96,96,1977.0,1977,mdp.39015066047898
"churchill, winston, sir","churchill, winston",88,coniston,coniston,coniston,coniston,96,100,1906.0,1906,uc2.ark+=13960=t19k4613m
"harris, thomas","harris, thomas",100,hannibal,hannibal thomas harris.,hannibal,hannibal,96,100,1999.0,1999,mdp.39015054016384
"lincoln, joseph crosby","lincoln, joseph c.",85,portygee,"the portygee; a novel, by joseph c. lincoln ... frontispiece by h. m. brett.",portygee,the portygee,96,100,1920.0,1920,nyp.33433074788005
"field, rachel","field, rachel",100,all this and heaven too ,all this and heaven too by rachel field.,"all this, and heaven too","all this, and heaven too",96,96,1938.0,1939,pst.000029131198
"harris, thomas","harris, thomas",100,hannibal,hannibal rising a novel by thomas harris,hannibal,hannibal,96,100,2006.0,1999,uc1.32106019169157
"loos, anita","loos, anita",100,"""gentlemen prefer blonde","""gentlemen prefer blondes""; the illuminating diary of a professional lady, by anita loos, intimately illustrated by ralph barton.",gentlemen prefer blondes,gentlemen prefer blondes,96,96,1925.0,1926,mdp.49015000999095
"morrison, toni","morrison, toni",100,paradise,paradise toni morrison.,paradise,paradise,96,100,1997.0,1998,mdp.39015066087613
"beach, rex","beach, rex",100,spoilers,the spoilers by rex e. beach; illustrated by clarence f. underwood.,spoilers,the spoilers,96,100,1906.0,1906,njp.32101067629616
"kim, richard e","kim, richard e.",97,martyred,"the martyred, a novel.",martyred,the martyred,96,100,1964.0,1964,mdp.39015011716555
"knebel, fletcher","knebel, fletcher",100,vanished,vanished.,vanished,vanished,96,100,1968.0,1968,uc1.b3462115
"dixon, thomas","dixon, thomas jr.",87,clansman,the clansman;,clansman,the clansman,96,100,1906.0,1905,uva.x000467514
"churchill, winston, sir","churchill, winston",88,crossing,the crossing.,crossing,the crossing,96,100,1904.0,1904,uc1.b3865729
"dixon, thomas","dixon, thomas jr.",87,clansman,"the clansman; a historical romance of the ku klux klan, illustrated by arthur i. keller.",clansman,the clansman,96,100,1905.0,1905,nyp.33433074809298
"churchill, winston, sir","churchill, winston",88,crossing,the crossing,crossing,the crossing,96,100,1903.0,1904,uc2.ark+=13960=fk0000004w
"wallace, irving","wallace, irving",100,fan club,the fan club; a novel. -,fan club,the fan club,96,100,1974.0,1974,mdp.39015007030904
"sabatini, rafael","sabatini, rafael",100,sea-hawk,the sea-hawk by rafael sabatini ...,sea-hawk,the sea-hawk,96,100,1924.0,1923,mdp.39015062757631
"steel, danielle","steel, danielle",100,accident,accident danielle steel.,accident,accident,96,100,1994.0,1994,pst.000058051221
"deeping, warwick","deeping, warwick",100,doomsday,"doomsday, by warwick deeping.",doomsday,doomsday,96,100,1927.0,1927,mdp.39015012918341
"waltari, mika","waltari, mika",100,wanderer,the wanderer; translated by naomi walford.,wanderer,the wanderer,96,100,1951.0,1951,uc1.b3460484
"morgan, charles","morgan, charles",100,fountain,the fountain [by] charles morgan.,fountain,the fountain,96,100,1932.0,1932,mdp.39015053592385
"michener, james a. (james albert)","michener, james a.",71,caravans,caravans; a novel.,caravans,caravans,96,100,1963.0,1963,mdp.39015000613078
"vonnegut, kurt","vonnegut, kurt",100,jailbird,jailbird kurt vonnegut.,jailbird,jailbird,96,100,1979.0,1979,mdp.39015007024626
"grey, zane","grey, zane",100,wildfire,wildfire.,wildfire,wildfire,96,100,1916.0,1917,uc1.32106002112446
"vonnegut, kurt","vonnegut, kurt",100,jailbird,jailbird a novel by kurt vonnegut.,jailbird,jailbird,96,100,1979.0,1979,mdp.39015002348343
"locke, william john","locke, william j.",89,septimus,"septimus, by william j. locke; illustrations by james montgomery flagg.",septimus,septimus,96,100,1909.0,1909,mdp.39015063938792
"rawlings, marjorie kinnan","rawlings, marjorie kinnan",100,yearling,the yearling; decorations by edward shenton.,yearling,the yearling,96,100,1938.0,1939,uc1.32106002139753
"waltari, mika","waltari, mika",100,egyptian,"the egyptian, a novel; tr. by naomi walford.",egyptian,the egyptian,96,100,1949.0,1954,miun.aee0401.0001.001
"asch, sholem","asch, sholem",100,nazarene,"the nazarene, by sholem asch, translated by maurice samuel.",nazarene,the nazarene,96,100,1939.0,1940,mdp.39015010301193
"sabatini, rafael","sabatini, rafael",100,sea-hawk,"the sea-hawk,",sea-hawk,the sea-hawk,96,100,1915.0,1923,mdp.39015002753518
"michener, james a. (james albert)","michener, james a.",71,caravans,caravans a novel of afghanistan.,caravans,caravans,96,100,1997.0,1963,mdp.39015056836219
"ferber, edna","ferber, edna",100,cimarron,cimarron [by] edna ferber.,cimarron,cimarron,96,100,1930.0,1930,pst.000029585229
"crichton, michael","crichton, michael",100,airframe,airframe michael crichton.,airframe,airframe,96,100,1996.0,1996,mdp.39015036063876
"michener, james a. (james albert)","michener, james a.",71,drifters,"the drifters; a novel, by james a. michener.",drifters,the drifters,96,100,1971.0,1971,mdp.39015000564339
"puzo, mario","puzo, mario",100,sicilian,the sicilian a novel by mario puzo.,sicilian,the sicilian,96,100,1984.0,1984,mdp.39015020676592
"michener, james a. (james albert)","michener, james a.",71,drifters,the drifters a novel by james a. michener.,drifters,the drifters,96,100,1972.0,1971,pst.000026576329
"delmar, viña","delmar, vina",92,bad girl,"bad girl, by viña delmar.",bad girl,bad girl,96,100,1929.0,1928,mdp.39015065865753
"lewis, sinclair","lewis, sinclair",100,babbitt,babbitt by sinclair lewis.,babbitt,babbitt,95,100,1922.0,1923,nyp.33433074972435
"parker, gilbert, sir","parker, gilbert",86,weavers,"the weavers, a tale of england and egypt of fifty years ago, by gilbert parker ... illustrated by andré castaigne.",weavers,the weavers,95,100,1907.0,1908,mdp.39015063945482
"hailey, arthur","hailey, arthur",100,airport,airport arthur hailey.,airport,airport,95,100,1968.0,1968,mdp.39015058785299
"du maurier, daphne","du maurier, daphne",100,rebecca,"the rebecca notebook, and other memories daphne du maurier.",rebecca,rebecca,95,100,1980.0,1939,mdp.39015002616467
"lewis, sinclair","lewis, sinclair",100,babbitt,"babbitt, by sinclair lewis.",babbitt,babbitt,95,100,1950.0,1923,uc1.32106002123112
"du maurier, daphne","du maurier, daphne",100,rebecca,rebecca.,rebecca,rebecca,95,100,1938.0,1939,uc1.32106007991901
"keillor, garrison","keillor, garrison",100,wlt a radio romance ,wlt a radio romance garrison keillor.,wlt: a radio romance,wlt: a radio romance,95,95,1991.0,1991,mdp.39015024977905
"doctorow, e. l","doctorow, e. l.",97,ragtime,ragtime by e. l. doctorow.,ragtime,ragtime,95,100,1975.0,1975,mdp.39015062115814
"stone, irving","stone, irving",100,agony and the ectasy;,the agony and the ectasy; a novel of michelangelo.,agony and the ecstasy,the agony and the ecstasy,95,95,1961.0,1962,mdp.39015005769206
"jones, james","jones, james",100,whistle,whistle james jones.,whistle,whistle,95,100,1977.0,1978,uc1.b3435138
"uris, leon","uris, leon",100,mila 18,mila 18 leon uris.,mila 18,mila 18,95,100,1961.0,1961,pst.000061006225
"clark, mary higgins","clark, mary higgins",100,"weep no more, my lad","weep no more, my lady a novel mary higgins clark.",weep no more my lady,weep no more my lady,95,95,1987.0,1987,uc1.32106009991503
"lane, elinor macartney","lane, elinor macartney",100,katrine,katrine;,katrine,katrine,95,100,1909.0,1909,uc2.ark+=13960=t7kp7v701
"christie, agatha","christie, agatha",100,curtain,curtain agatha christie.,curtain,curtain,95,100,1975.0,1975,mdp.39015003472480
"steel, danielle","steel, danielle",100,changes,changes danielle steel.,changes,changes,95,100,1983.0,1983,pst.000009059580
"asch, sholem","asch, sholem",100,apostle,"the apostle, translated by maurice samuel",apostle,the apostle,95,100,1943.0,1944,uc1.b4368241
"sagan, carl","sagan, carl",100,contact,contact a novel carl sagan.,contact,contact,95,100,1985.0,1985,mdp.39015038888775
"uris, leon","uris, leon",100,trinity,trinity leon uris.,trinity,trinity,95,100,1976.0,1976,mdp.39015004070143
"marshall, catherine","marshall, catherine",100,christy,christy [by] catherine marshall.,christy,christy,95,100,1967.0,1968,mdp.39015048745395
"updike, john","updike, john",100,couples,couples.,couples,couples,95,100,1968.0,1968,uc1.32106002151097
"tarkington, booth","tarkington, booth",100,turmoil,the turmoil.,turmoil,the turmoil,95,100,1922.0,1915,inu.32000002843417
"potok, chaim","potok, chaim",100,promise,the promise.,promise,the promise,95,100,1969.0,1969,uc1.32106005853186
"locke, william john","locke, william j.",89,jaffery,jaffery,jaffery,jaffery,95,100,1915.0,1915,uc2.ark+=13960=t9959m718
"thurston, katherine cecil","thurston, katherine cecil",100,gambler,the gambler,gambler,the gambler,95,100,1905.0,1905,uc2.ark+=13960=t04x59c1c
"faulkner, william","faulkner, william",100,reivers,the reivers a reminiscence william faulkner ; illustrated by dick brown.,reivers,the reivers,95,100,1962.0,1962,inu.30000123932521
"tarkington, booth","tarkington, booth",100,turmoil,the turmoil a novel by booth tarkington ... ; illustrated by c.e. chambers.,turmoil,the turmoil,95,100,1915.0,1915,nyp.33433076091655
"burnett, frances (hodgson)","burnett, frances hodgson",96,shuttle,the shuttle by frances hodgson burnett.,shuttle,the shuttle,95,100,1907.0,1908,uc1.b4717931
"beach, rex","beach, rex",100,barrier,"the barrier; a novel, by rex beach ... illustrated by denman fink.",barrier,the barrier,95,100,1908.0,1908,nyp.33433074837349
"beach, rex","beach, rex",100,barrier,the barrier,barrier,the barrier,95,100,1908.0,1908,uc2.ark+=13960=t02z13n44
"king, stephen","king, stephen",100,thinner,thinner by stephen king writing as richard bachman.,thinner,thinner,95,100,1984.0,1985,mdp.49015002947092
"grisham, john","grisham, john",100,partner,the partner john grisham.,partner,the partner,95,100,1997.0,1997,pst.000045463235
"briffault, robert","briffault, robert",100,europa,"europa; the days of ignorance, by robert briffault.",europa,europa,94,100,1935.0,1935,mdp.39015030850781
"briffault, robert","briffault, robert",100,europa,europa in limbo,europa,europa,94,100,1937.0,1935,uc1.b3810808
"johnston, mary","johnston, mary",100,audrey,audrey,audrey,audrey,94,100,1902.0,1902,uc2.ark+=13960=t12n50h8q
"steel, danielle","steel, danielle",100,malice,malice danielle steel.,malice,malice,94,100,1996.0,1996,mdp.39015037485128
"fast, howard","fast, howard",100,legacy,the legacy howard fast.,legacy,the legacy,94,100,1981.0,1981,mdp.39015009336911
"sinclair, upton","sinclair, upton",100,jungle,the jungle by upton sinclair.,jungle,the jungle,94,100,1906.0,1906,mdp.39015026884190
"ferber, edna","ferber, edna",100,so big,so big.,so big,so big,94,100,1924.0,1924,uc1.b4097394
"bellow, saul","bellow, saul",100,herzog,herzog.,herzog,herzog,94,100,1964.0,1965,mdp.39015002206376
"rice, anne","rice, anne",100,lasher,lasher a novel by anne rice.,lasher,lasher,94,100,1993.0,1993,mdp.39015028937376
"rossner, judith","rossner, judith",100,august,august judith rossner,august,august,94,100,1983.0,1983,uc1.b4951443
"benchley, peter","benchley, peter",100,island,the island peter benchley.,island,the island,94,100,1979.0,1979,mdp.39076000851035
"rice, anne","rice, anne",100,taltos,taltos tales of the mayfair witches anne rice.,taltos,taltos,94,100,1994.0,1994,mdp.39015032716113
"fedorova, nina","fedorova, nina",100,family,the family [by] nina fedorova.,family,the family,94,100,1940.0,1940,mdp.39015003347161
"vance, ethel","vance, ethel",100,escape,escape ethel vance.,escape,escape,94,100,1939.0,1939,uc1.$b105722
"connor, ralph","connor, ralph",100,doctor,the doctor by ralph connor [pseud.].,doctor,the doctor,94,100,1906.0,1907,pst.000006672539
"tarkington, booth","tarkington, booth",100,penrod,penrod,penrod,penrod,94,100,1914.0,1914,uc2.ark+=13960=t2t43k226
"connor, ralph","connor, ralph",100,doctor,"the doctor; a tale of the rockies, by ralph connor.",doctor,the doctor,94,100,1906.0,1907,mdp.39015059377948
"poole, ernest","poole, ernest",100,harbor,the harbor by ernest poole.,harbor,the harbor,94,100,1915.0,1915,nyp.33433076055148
"rice, anne","rice, anne",100,violin,violin anne rice.,violin,violin,94,100,1997.0,1997,mdp.39015047051209
"yerby, frank","yerby, frank",100,vixens,"the vixens, a novel.",vixens,the vixens,94,100,1947.0,1947,miun.afb3853.0001.001
"uris, leon","uris, leon",100,exodus,exodus.,exodus,exodus,94,100,1958.0,1959,uc1.b3435081
"churchill, winston, sir","churchill, winston",88,crisis,the crisis,crisis,the crisis,94,100,1901.0,1901,uc2.ark+=13960=t5m904803
"tarkington, booth","tarkington, booth",100,penrod,penrod jashher illustrated by gordon grant.,penrod,penrod,94,100,1929.0,1914,inu.32000001866062
"parrish, anne","parrish, anne",100,to-morrow mornin,"to-morrow morning, by anne parrish.",tomorrow morning,tomorrow morning,94,94,1927.0,1927,uc1.$b802268
"poole, ernest","poole, ernest",100,harbor,"the harbor, by ernest poole.",harbor,the harbor,94,100,1915.0,1915,mdp.39015030710860
"potok, chaim","potok, chaim",100,chosen,the chosen; a novel.,chosen,the chosen,94,100,1967.0,1967,mdp.39015046834431
"grisham, john","grisham, john",100,client,the client john grisham.,client,the client,94,100,1993.0,1993,mdp.39015058013098
"nabokov, vladimir vladimirovich","nabokov, vladimir",71,lolita,lolita vladimir nabokov.,lolita,lolita,94,100,1955.0,1959,mdp.39015062084390
"potok, chaim","potok, chaim",100,chosen,the chosen.,chosen,the chosen,94,100,1967.0,1967,mdp.39015063159456
"tarkington, booth","tarkington, booth",100,penrod,penrod and sam by booth tarkington ; illustrated by worth brehm.,penrod,penrod,94,100,1916.0,1914,uc1.b4374101
"michener, james a. (james albert)","michener, james a.",71,hawaii,hawaii james a. michener.,hawaii,hawaii,94,100,1959.0,1960,pst.000025031294
"hailey, arthur","hailey, arthur",100,wheels,wheels.,wheels,wheels,94,100,1971.0,1971,pst.000007426414
