volume_author,prize_author,aRatio,trunc_volumetitle,volume_title,trunc_prizetitle,prize_title,tRatio,original_tRaio,volume_year,prize_year,docid,prize,nationality
"steinbeck, john","steinbeck, john",100,winter of our d,the winter of our discontent john steinbeck.,grapes of wrath,the grapes of wrath,40,40,1961.0,1940,mdp.39015020668409,pulitzer,US
"steinbeck, john","steinbeck, john",100,short novelstor,"short novelstortilla flat, the red pony, of mice and men, the moon is down, cannery row, the pearl. with an introd. by joseph henry jackson.",grapes of wrath,the grapes of wrath,33,33,1963.0,1940,mdp.39015031603122,pulitzer,US
"sillanpää, frans eemil","sillanpää, frans eemil",100,people in,people in the summer night = ihmiset suviyössä an epic suite f.e. sillanpää ; translated from the finnish by alan blair ; with an introd. by thomas warburton.,#matchall,#matchall,8,11,1964.0,1939,mdp.39015010211210,nobel,Finland
"sinclair, upton","sinclair, upton",100,flivver king.,the flivver king.,dragon's teet,dragon's teeth,15,15,1968.0,1943,mdp.39015071144987,pulitzer,US
"steinbeck, john","steinbeck, john",100,to a god unknow,to a god unknown.,grapes of wrath,the grapes of wrath,33,33,1935.0,1940,mdp.39015002777806,pulitzer,US
"sillanpää, frans eemil","sillanpää, frans eemil",100,meek heri,"meek heritage; a novel. [originally translated by alex matson, and rev. by john r. pitkin.",#matchall,#matchall,19,22,1964.0,1939,mdp.39015005567352,nobel,Finland
"sinclair, upton","sinclair, upton",100,coal war a seq,"the coal war a sequel to ""king coal"" upton sinclair ; introd. by john graham.",dragon's teeth,dragon's teeth,29,29,1968.0,1943,uc1.32106002145578,pulitzer,US
"steinbeck, john","steinbeck, john",100,grapes of wrath,the grapes of wrath text and criticism john steinbeck ; edited by peter lisca.,grapes of wrath,the grapes of wrath,100,100,1968.0,1940,mdp.39015003870592,pulitzer,US
"steinbeck, john","steinbeck, john",100,burning bright;,burning bright; a play in story form.,grapes of wrath,the grapes of wrath,27,27,1950.0,1940,mdp.39015010441882,pulitzer,US
"sinclair, upton","sinclair, upton",100,one clear call,one clear call.,dragon's teeth,dragon's teeth,29,29,1948.0,1943,mdp.39015011496356,pulitzer,US
"steinbeck, john","steinbeck, john",100,grapes of wrath,the grapes of wrath [by] john steinbeck.,grapes of wrath,the grapes of wrath,100,100,1939.0,1940,mdp.39015004063601,pulitzer,US
"steinbeck, john","steinbeck, john",100,two-in-oneof mi,"two-in-oneof mice and men, and cannery row.",grapes of wrath,the grapes of wrath,27,27,1947.0,1940,uc1.32106011860225,pulitzer,US
"sinclair, upton","sinclair, upton",100,world's end up,world's end upton sinclair.,dragon's teeth,dragon's teeth,36,36,1940.0,1943,uc1.32106002145982,pulitzer,US
"sinclair, upton","sinclair, upton",100,between two wo,between two worlds,dragon's teeth,dragon's teeth,29,29,1941.0,1943,uc1.32106002145552,pulitzer,US
"sinclair, upton","sinclair, upton",100,dragon's teeth,dragon's teeth [by] upton sinclair.,dragon's teeth,dragon's teeth,100,100,1942.0,1943,uc1.b4088966,pulitzer,US
"steinbeck, john","steinbeck, john",100,moon is down a ,the moon is down a novel by john steinbeck.,grapes of wrath,the grapes of wrath,33,33,1942.0,1940,mdp.39015050756801,pulitzer,US
"sinclair, upton","sinclair, upton",100,"our lady, a pa","our lady, a parable for moderns,",dragon's teeth,dragon's teeth,21,21,1943.0,1943,mdp.39015014439064,pulitzer,US
"sinclair, upton","sinclair, upton",100,wide is the ga,wide is the gate [by] upton sinclair.,dragon's teeth,dragon's teeth,36,36,1943.0,1943,mdp.39015011884213,pulitzer,US
"steinbeck, john","steinbeck, john",100,steinbeck; sele,steinbeck; selected by pascal covici.,grapes of wrath,the grapes of wrath,13,13,1943.0,1940,uc1.32106014654039,pulitzer,US
"sinclair, upton","sinclair, upton",100,presidential a,presidential agent.,dragon's teeth,dragon's teeth,29,29,1944.0,1943,mdp.39015030711868,pulitzer,US
"steinbeck, john","steinbeck, john",100,"cannery row, by","cannery row, by john steinbeck.",grapes of wrath,the grapes of wrath,33,33,1945.0,1940,mdp.39015002347311,pulitzer,US
"steinbeck, john","steinbeck, john",100,red pony by joh,the red pony by john steinbeck ; with ill. by wesley dennis.,grapes of wrath,the grapes of wrath,40,40,1945.0,1940,mdp.39015005501682,pulitzer,US
"sinclair, upton","sinclair, upton",100,dragon harvest,dragon harvest.,dragon's teeth,dragon's teeth,64,64,1945.0,1943,mdp.39015030711991,pulitzer,US
"steinbeck, john","steinbeck, john",100,red pony and ot,the red pony and other stories john steinbeck.,grapes of wrath,the grapes of wrath,47,47,1945.0,1940,mdp.49015001330258,pulitzer,US
"steinbeck, john","steinbeck, john",100,portable steinb,"the portable steinbeck, selected by pascal covici.",grapes of wrath,the grapes of wrath,33,33,1946.0,1940,mdp.39015001574063,pulitzer,US
"sinclair, upton","sinclair, upton",100,a world to win,a world to win upton sinclair.,dragon's teeth,dragon's teeth,29,29,1946.0,1943,mdp.39015011347047,pulitzer,US
"sinclair, upton","sinclair, upton",100,presidential m,presidential mission.,dragon's teeth,dragon's teeth,29,29,1947.0,1943,mdp.39015048900867,pulitzer,US
"steinbeck, john","steinbeck, john",100,wayward bus joh,the wayward bus john steinbeck.,grapes of wrath,the grapes of wrath,33,33,1947.0,1940,mdp.39015013934230,pulitzer,US
"steinbeck, john","steinbeck, john",100,pearl; with dra,the pearl; with drawings by josé clemente orozco.,grapes of wrath,the grapes of wrath,40,40,1947.0,1940,uc1.32106015521450,pulitzer,US
"deledda, grazia","deledda, grazia",100,chiaroscu,chiaroscuro and other stories grazia deledda ; translated from the italian and with an introduction by martha king.,#matchall,#matchall,30,33,1936.0,1926,mdp.39015032230149,nobel,Italy
"deledda, grazia","deledda, grazia",100,nostalgia,nostalgia,#matchall,#matchall,30,33,1905.0,1926,uiuo.ark+=13960=t7pn91s13,nobel,Italy
"deledda, grazia","deledda, grazia",100,elias por,elias portolu grazia deledda ; translated from the italian by martha king.,#matchall,#matchall,8,11,1936.0,1926,mdp.39015034429012,nobel,Italy
"wharton, edith","wharton, edith",100,buccaneers by ed,the buccaneers by edith wharton.,age of innocence,the age of innocence,31,31,1937.0,1921,uc1.b3335465,pulitzer,US
"warren, robert penn","warren, robert penn",100,at heaven's gate r,at heaven's gate robert penn warren.,all the king's men,all the king's men,50,50,1943.0,1947,mdp.39015031306213,pulitzer,US
"warren, robert penn","warren, robert penn",100,all the king's men,"all the king's men,",all the king's men,all the king's men,100,100,1946.0,1947,uc1.32106002152723,pulitzer,US
"warren, robert penn","warren, robert penn",100,circus in the atti,"the circus in the attic,",all the king's men,all the king's men,33,33,1947.0,1947,uc1.b4083254,pulitzer,US
"warren, robert penn","warren, robert penn",100,world enough and t,world enough and time a romantic novel robert penn warren.,all the king's men,all the king's men,39,39,1950.0,1947,mdp.39015014198017,pulitzer,US
"wharton, edith","wharton, edith",100,an edith wharton,an edith wharton treasury; edited and with an introd. by arthur hobson quinn.,age of innocence,the age of innocence,31,31,1937.0,1921,uc1.32106002154125,pulitzer,US
"warren, robert penn","warren, robert penn",100,band of angels.,band of angels.,all the king's ,all the king's men,40,40,1955.0,1947,mdp.39015014858511,pulitzer,US
"wilder, thornton","wilder, thornton",100,a thornton wilder trio,a thornton wilder trio introduction by malcolm cowley.,bridge of san luis rey,the bridge of san luis rey,32,32,1956.0,1928,mdp.39015002808718,pulitzer,US
"wilder, thornton","wilder, thornton",100,a thornton wilder trio,"a thornton wilder triothe cabala, the bridge of san luis rey, the woman of andros. introd. by malcolm cowley.",bridge of san luis rey,the bridge of san luis rey,32,32,1956.0,1928,mdp.49015001026708,pulitzer,US
"warren, robert penn","warren, robert penn",100,a new southern har,"a new southern harvest, an anthology, edited by robert penn warren and albert erskine.",all the king's men,all the king's men,39,39,1957.0,1947,uc1.$b287622,pulitzer,US
"wharton, edith","wharton, edith",100,best short stori,best short stories edited with an introd. by wayne andrews.,age of innocence,the age of innocence,31,31,1937.0,1921,mdp.39015000673932,pulitzer,US
"wilder, thornton","wilder, thornton",100,cabala ; the woman of ,the cabala ; the woman of andros.,bridge of san luis rey,the bridge of san luis rey,36,36,1958.0,1928,pst.000030286627,pulitzer,US
"warren, robert penn","warren, robert penn",100,cave robert penn w,the cave robert penn warren.,all the king's men,all the king's men,33,33,1959.0,1947,mdp.39015050982456,pulitzer,US
"warren, robert penn","warren, robert penn",100,wilderness; a tale,wilderness; a tale of the civil war.,all the king's men,all the king's men,33,33,1961.0,1947,mdp.39015037379958,pulitzer,US
"warren, robert penn","warren, robert penn",100,"flood, a romance o","flood, a romance of our time.",all the king's men,all the king's men,28,28,1964.0,1947,mdp.39015005672228,pulitzer,US
"wharton, edith","wharton, edith",100,reef by edith wh,the reef by edith wharton.,age of innocence,the age of innocence,25,25,1937.0,1921,mdp.39015013942209,pulitzer,US
"wharton, edith","wharton, edith",100,edith wharton re,the edith wharton reader. edited by louis auchincloss.,age of innocence,the age of innocence,31,31,1937.0,1921,mdp.39015010410978,pulitzer,US
"wilder, thornton","wilder, thornton",100,eighth day [by] thornt,the eighth day [by] thornton wilder.,bridge of san luis rey,the bridge of san luis rey,32,32,1967.0,1928,pst.000027230794,pulitzer,US
"wharton, edith","wharton, edith",100,collected short ,the collected short stories of edith wharton. edited and with an introd. by r. w. b. lewis.,age of innocence,the age of innocence,25,25,1937.0,1921,mdp.39076000571443,pulitzer,US
"wharton, edith","wharton, edith",100,madame de treyme,"madame de treymes, and others; four novelettes.",age of innocence,the age of innocence,38,38,1937.0,1921,mdp.39015008227624,pulitzer,US
"warren, robert penn","warren, robert penn",100,night rider robert,night rider robert penn warren.,all the king's men,all the king's men,28,28,1939.0,1947,mdp.39015020921808,pulitzer,US
"wharton, edith","wharton, edith",100,"ghosts,","ghosts,",age of ,the age of innocence,24,29,1937.0,1921,uc1.32106009123206,pulitzer,US
"wharton, edith","wharton, edith",100,false dawn (the ,false dawn (the 'forties).,age of innocence,the age of innocence,31,31,1924.0,1921,mdp.39015009359897,pulitzer,US
"warren, robert penn","warren, robert penn",100,a southern harvest,"a southern harvest; short stories by southern writers, edited by robert penn warren.",all the king's men,all the king's men,44,44,1937.0,1947,mdp.39015030933306,pulitzer,US
"wharton, edith","wharton, edith",100,old maid (the 'f,the old maid (the 'fifties).,age of innocence,the age of innocence,25,25,1924.0,1921,mdp.39015005774867,pulitzer,US
"wharton, edith","wharton, edith",100,spark (the 'sixt,the spark (the 'sixties).,age of innocence,the age of innocence,25,25,1924.0,1921,uc1.b3864889,pulitzer,US
"wharton, edith","wharton, edith",100,mother's recompe,the mother's recompense by edith wharton ...,age of innocence,the age of innocence,31,31,1925.0,1921,mdp.39015030719382,pulitzer,US
"wharton, edith","wharton, edith",100,here and beyond ,here and beyond decorations by e.c. caswell.,age of innocence,the age of innocence,31,31,1926.0,1921,mdp.39015010917782,pulitzer,US
"wilson, margaret","wilson, margaret",100,"painted room,","the painted room,",able mclaughl,the able mclaughlins,31,31,1926.0,1924,mdp.39015030042991,pulitzer,US
"wilder, thornton","wilder, thornton",100,cabala.,the cabala.,bridge ,the bridge of san luis rey,9,14,1926.0,1928,uc1.32106008942689,pulitzer,US
"wharton, edith","wharton, edith",100,twilight sleep [,twilight sleep [by] edith wharton...,age of innocence,the age of innocence,25,25,1927.0,1921,uc1.$b245139,pulitzer,US
"wilder, thornton","wilder, thornton",100,bridge of san luis rey,the bridge of san luis rey... illustrated by amy drevenstedt.,bridge of san luis rey,the bridge of san luis rey,100,100,1927.0,1928,mdp.39015008251194,pulitzer,US
"wilson, margaret","wilson, margaret",100,daughters of ind,"daughters of india,",able mclaughlins,the able mclaughlins,38,38,1928.0,1924,mdp.39015030042512,pulitzer,US
"wharton, edith","wharton, edith",100,children edith w,the children edith wharton.,age of innocence,the age of innocence,25,25,1928.0,1921,pst.000016192775,pulitzer,US
"wilson, margaret","wilson, margaret",100,trousers of taff,"trousers of taffeta, a novel of the child mothers of india, by margaret wilson ...",able mclaughlins,the able mclaughlins,19,19,1929.0,1924,mdp.39015014868338,pulitzer,US
"wharton, edith","wharton, edith",100,hudson river bra,hudson river bracketed.,age of innocence,the age of innocence,25,25,1929.0,1921,pst.000016058774,pulitzer,US
"wharton, edith","wharton, edith",100,certain people b,certain people by edith wharton.,age of innocence,the age of innocence,31,31,1930.0,1921,mdp.39015004172212,pulitzer,US
"wilder, thornton","wilder, thornton",100,"woman of andros, by th","the woman of andros, by thornton wilder.",bridge of san luis rey,the bridge of san luis rey,41,41,1930.0,1928,mdp.39015029924084,pulitzer,US
"wilson, margaret","wilson, margaret",100,one came out. by,one came out. by margaret wilson.,able mclaughlins,the able mclaughlins,31,31,1932.0,1924,mdp.39015030042504,pulitzer,US
"wharton, edith","wharton, edith",100,gods arrive edit,the gods arrive edith wharton.,age of innocence,the age of innocence,38,38,1932.0,1921,pst.000016059047,pulitzer,US
"wharton, edith","wharton, edith",100,"human nature,","human nature,",age of innoce,the age of innocence,31,31,1933.0,1921,mdp.39015011820241,pulitzer,US
"wilder, thornton","wilder, thornton",100,heaven's my destinatio,heaven's my destination.,bridge of san luis rey,the bridge of san luis rey,27,27,1935.0,1928,uc1.b4082899,pulitzer,US
"wharton, edith","wharton, edith",100,"world over, by e","the world over, by edith wharton.",age of innocence,the age of innocence,31,31,1936.0,1921,mdp.39015010526716,pulitzer,US
"warren, robert penn","warren, robert penn",100,meet me in the gre,meet me in the green glen. -,all the king's men,all the king's men,39,39,1971.0,1947,mdp.39015031306221,pulitzer,US
"wharton, edith","wharton, edith",100,ghost stories of,the ghost stories of edith wharton. illustrated by laszlo kubinyi.,age of innocence,the age of innocence,31,31,1937.0,1921,mdp.39015046346725,pulitzer,US
"wilder, thornton","wilder, thornton",100,theophilus north thorn,theophilus north thornton wilder.,bridge of san luis rey,the bridge of san luis rey,32,32,1973.0,1928,mdp.39015042472988,pulitzer,US
"warren, robert penn","warren, robert penn",100,a place to come to,a place to come to a novel by robert penn warren.,all the king's men,all the king's men,39,39,1977.0,1947,mdp.39015010351065,pulitzer,US
"france, anatole","france, anatole",100,red lily ,the red lily (le lys rouge),#matchall,#matchall,19,22,1905.0,1921,uc2.ark+=13960=t4rj49c1w,nobel,France
"france, anatole","france, anatole",100,mother of,"mother of pearl, by anatole france, a translation by frederic chapman.",#matchall,#matchall,30,33,1908.0,1921,mdp.39015030370046,nobel,France
"france, anatole","france, anatole",100,well of s,the well of saint clare by anatole france ; a translation by alfred allinson.,#matchall,#matchall,19,22,1909.0,1921,mdp.39015012966415,nobel,France
"france, anatole","france, anatole",100,balthasar,balthasar,#matchall,#matchall,41,44,1909.0,1921,uc2.ark+=13960=t3319z561,nobel,France
"france, anatole","france, anatole",100,tha??s,tha??s,#match,#matchall,27,33,1909.0,1921,uc2.ark+=13960=t6057rk2h,nobel,France
"france, anatole","france, anatole",100,merrie ta,the merrie tales of jacques tournebroche and child life in town and country by anatole france.,#matchall,#matchall,30,33,1909.0,1921,njp.32101071989964,nobel,France
"france, anatole","france, anatole",100,wicker wo,the wicker work woman;,#matchall,#matchall,8,11,1910.0,1921,uc2.ark+=13960=t4zg6jn6q,nobel,France
"france, anatole","france, anatole",100,elm-tree ,"the elm-tree on the mall; a chronicle of our own times, by anatole france. a translation by m.p. willcocks.",#matchall,#matchall,19,22,1910.0,1921,mdp.39015030368263,nobel,France
"ferber, edna","ferber, edna",100,dawn o,"dawn o'hara, the girl who laughed, by edna ferber, frontispiece in colors by r. ford harper.",so big,so big,11,17,1911.0,1925,uva.x000179675,pulitzer,US
"france, anatole","france, anatole",100,honey-bee,"honey-bee, by anatole france; a translation by mrs. john lane, illustrated by florence lundborg.",#matchall,#matchall,8,11,1911.0,1921,mdp.39015030372000,nobel,France
"ferber, edna","ferber, edna",100,butter,buttered side down; stories by edna ferber. with frontispiece in color by r. ford harper and other illustrations in black and white by thomas fogarty and irma dérèmeaux.,so big,so big,11,17,1912.0,1925,mdp.39015003345280,pulitzer,US
"france, anatole","france, anatole",100,aspiratio,the aspirations of jean servien,#matchall,#matchall,19,22,1912.0,1921,uiuo.ark+=13960=t2w37pr9k,nobel,France
"france, anatole","france, anatole",100,my friend,my friend's book,#matchall,#matchall,8,11,1913.0,1921,uc2.ark+=13960=t1rf5nq2h,nobel,France
"france, anatole","france, anatole",100,gods are ,the gods are athirst ;,#matchall,#matchall,8,11,1913.0,1921,uc2.ark+=13960=t3qv3fs8f,nobel,France
"ferber, edna","ferber, edna",100,roast ,"roast beef medium; the business adventures of emma mcchesney, by edna ferber ... with twenty-seven illustrations by james montgomery flagg.",so big,so big,27,33,1913.0,1925,uc1.b3687768,pulitzer,US
"france, anatole","france, anatole",100,revolt of,the revolt of the angels,#matchall,#matchall,8,11,1914.0,1921,uc2.ark+=13960=t7sn03z1p,nobel,France
"ferber, edna","ferber, edna",100,person,"personality plus; some experiences of emma mcchesney and her son, jock, by edna ferber ... with fifteen illustrations, by james montgomery flagg.",so big,so big,27,33,1914.0,1925,nyp.33433074807896,pulitzer,US
"ferber, edna","ferber, edna",100,emma m,"emma mcchesney & co.,",so big,so big,11,17,1915.0,1925,uva.x002650147,pulitzer,US
"france, anatole","france, anatole",100,crainqueb,"crainquebille, putois, riquet, and other profitable tales by anatole france ; translated by winifred stephens.",#matchall,#matchall,19,22,1916.0,1921,mdp.39015030372364,nobel,France
"france, anatole","france, anatole",100,thaïs by,thaïs by anatole france ; translated by ernest tristan.,#matchall,#matchall,30,33,1902.0,1921,coo.31924027270325,nobel,France
"france, anatole","france, anatole",100,jocasta a,jocasta and the famished cat anatole france ; translated by agnes farley.,#matchall,#matchall,30,33,1900.0,1921,uc2.ark+=13960=t86h4g83c,nobel,France
"france, anatole","france, anatole",100,"red lily,","the red lily,",#matchall,#matchall,19,22,1900.0,1921,uc2.ark+=13960=t8kd1tb25,nobel,France
"wharton, edith","wharton, edith",100,buccaneers a nov,the buccaneers a novel by edith wharton ; completed by marion mainwaring.,age of innocence,the age of innocence,38,38,1937.0,1921,mdp.49015001445007,pulitzer,US
"wharton, edith","wharton, edith",100,fast and loose a,fast and loose a novelette by david olivieri [i.e.] edith wharton ; edited with an introduction by viola hopkins winner.,age of innocence,the age of innocence,31,31,1937.0,1921,uc1.32106002154257,pulitzer,US
"wharton, edith","wharton, edith",100,edith wharton om,the edith wharton omnibus introd. by gore vidal.,age of innocence,the age of innocence,31,31,1937.0,1921,mdp.39015003835850,pulitzer,US
"wharton, edith","wharton, edith",100,summer edith wha,summer edith wharton ; with an introduction by marilyn french.,age of innocence,the age of innocence,19,19,1917.0,1921,inu.39000001916886,pulitzer,US
"wharton, edith","wharton, edith",100,"roman fever, and","roman fever, and other stories edith wharton ; with a new introduction by marilyn french.",age of innocence,the age of innocence,31,31,1937.0,1921,mdp.39076000958863,pulitzer,US
"wharton, edith","wharton, edith",100,ethan frome and ,ethan frome and summer edith wharton ; introduced by victoria glendinning.,age of innocence,the age of innocence,38,38,1937.0,1921,mdp.39015008551783,pulitzer,US
"wharton, edith","wharton, edith",100,stories of edith,the stories of edith wharton selected and introduced by anita brookner.,age of innocence,the age of innocence,38,38,1937.0,1921,mdp.39015013452423,pulitzer,US
"wharton, edith","wharton, edith",100,ethan frome by e,ethan frome by edith wharton ; with an introduction by mrs. wharton.,age of innocence,the age of innocence,38,38,1937.0,1921,mdp.39076000958681,pulitzer,US
"wharton, edith","wharton, edith",100,novellas and oth,novellas and other writings edith wharton.,age of innocence,the age of innocence,25,25,1937.0,1921,mdp.39015017711725,pulitzer,US
"wharton, edith","wharton, edith",100,wharton's new en,wharton's new england seven stories and ethan frome edith wharton ; edited by barbara a. white.,age of innocence,the age of innocence,38,38,1937.0,1921,mdp.39015033982474,pulitzer,US
"france, anatole","france, anatole",100,tales fro,"tales from a mother-of-pearl casket, by anatole france. tr. by henri pène du bois.",#matchall,#matchall,30,33,1896.0,1921,mdp.39015030370020,nobel,France
"wharton, edith","wharton, edith",100,ghost-feeler sto,the ghost-feeler stories of terror and the supernatural edith wharton ; selected and introduced by peter haining,age of innocence,the age of innocence,31,31,1937.0,1921,uc1.32106012860448,pulitzer,US
"wharton, edith","wharton, edith",100,new york novels ,new york novels edith wharton ; foreword by louis auchincloss.,age of innocence,the age of innocence,44,44,1937.0,1921,mdp.39015043116808,pulitzer,US
"wharton, edith","wharton, edith",100,collected storie,collected stories edith wharton.,age of innocence,the age of innocence,31,31,1937.0,1921,mdp.39015052472399,pulitzer,US
"wharton, edith","wharton, edith",100,collected storie,"collected stories, 1891-1910 edith wharton",age of innocence,the age of innocence,31,31,1937.0,1921,uc1.32106011336242,pulitzer,US
"wharton, edith","wharton, edith",100,collected storie,"collected stories, 1911-1937 edith wharton",age of innocence,the age of innocence,31,31,1937.0,1921,uc1.32106011336259,pulitzer,US
"wharton, edith","wharton, edith",100,ethan frome summ,ethan frome summer ; bunner sisters edith wharton ; with an introduction by hermione lee.,age of innocence,the age of innocence,31,31,1937.0,1921,mdp.39015074220602,pulitzer,US
"france, anatole","france, anatole",100,authorize,the authorized english translations of the novels and short stories of anatole france edited by frederic chapman ; introductions and translations by lafcadio hearn ... [et al].,#matchall,#matchall,30,33,1924.0,1921,wu.89099437782,nobel,France
"france, anatole","france, anatole",100,crime of ,the crime of sylvestre bonnard (member of the institute),#matchall,#matchall,8,11,1890.0,1921,uc2.ark+=13960=t12n5280j,nobel,France
"wharton, edith","wharton, edith",100,new year's day t,new year's day the 'seventies by edith wharton ; decorations by e.c. caswell.,age of innocence,the age of innocence,19,19,1924.0,1921,mdp.39015030719168,pulitzer,US
"wilson, margaret","wilson, margaret",100,able mclaughlins,the able mclaughlins.,able mclaughlins,the able mclaughlins,100,100,1923.0,1924,mdp.39015030775509,pulitzer,US
"deledda, grazia","deledda, grazia",100,ashes gra,ashes grazia deledda ; translated by jan kozma.,#matchall,#matchall,30,33,1936.0,1926,mdp.39015058207385,nobel,Italy
"mann, thomas","mann, thomas",100,stories o,stories of three decades thomas mann ; translated from the german by h.t. lowe-porter.,#matchall,#matchall,8,11,1936.0,1929,pst.000029139026,nobel,Germany
"pontoppidan, henrik","pontoppidan, henrik",100,polar bea,the polar bear a portrait by henrik pontoppidan ; translated with an afterword by james massengale.,#matchall,#matchall,19,22,1943.0,1917,wu.89083198812,nobel,Denmark
"mann, thomas","mann, thomas",100,royal hig,royal highness a novel of german court life translated from the german of thomas mann by a. cecil curtis.,#matchall,#matchall,19,22,1916.0,1929,mdp.39015023133328,nobel,Germany
"mann, thomas","mann, thomas",100,magic mou,"the magic mountain, by thomas mann; translated by h.t. lowe- porter.",#matchall,#matchall,30,33,1927.0,1929,mdp.39015002382888,nobel,Germany
"mann, thomas","mann, thomas",100,magic mou,the magic mountain <der zauberberg> translated from the german by h. t. lowe-porter.,#matchall,#matchall,30,33,1927.0,1929,inu.30000041715560,nobel,Germany
"mann, thomas","mann, thomas",100,early sor,early sorrow. translated from the german by herman george scheffauer.,#matchall,#matchall,19,22,1930.0,1929,uc1.$b157264,nobel,Germany
"mann, thomas","mann, thomas",100,mario and,mario and the magician thomas mann ; [translated from the german by h. t. lowe-porter].,#matchall,#matchall,30,33,1930.0,1929,inu.32000003235852,nobel,Germany
"mitchell, margaret","mitchell, margaret",100,gone with the wind,gone with the wind by margaret mitchell.,gone with the wind,gone with the wind,100,100,1936.0,1937,mdp.39015005776847,pulitzer,US
"mann, thomas","mann, thomas",100,joseph in,joseph in egypt ... translated from the german for the first time by h. t. lowe-porter.,#matchall,#matchall,8,11,1938.0,1929,mdp.39015025046387,nobel,Germany
"mann, thomas","mann, thomas",100,holy sinn,the holy sinner; translated from the german by h. t. lowe-porter.,#matchall,#matchall,19,22,1951.0,1929,inu.32000007350582,nobel,Germany
"mann, thomas","mann, thomas",100,royal hig,"royal highness; translated from the german by a. cecil curtis, with a new preface, translated by h.t. lowe-porter.",#matchall,#matchall,19,22,1916.0,1929,mdp.39015066698385,nobel,Germany
"mann, thomas","mann, thomas",100,joseph an,joseph and his brothers; translated from the german for the first time by h. t. lowe-porter.,#matchall,#matchall,19,22,1939.0,1929,mdp.39015003742627,nobel,Germany
"mann, thomas","mann, thomas",100,beloved r,the beloved returns = lotte in weimar thomas mann ; translated from the german by h.t. lowe-porter.,#matchall,#matchall,8,11,1940.0,1929,mdp.39015011539221,nobel,Germany
"mann, thomas","mann, thomas",100,stories a,stories and episodes [from the novels. with an introd. by e.f. bozman],#matchall,#matchall,19,22,1940.0,1929,mdp.39015038923598,nobel,Germany
"mann, thomas","mann, thomas",100,transpose,"the transposed heads, a legend of india, by thomas mann; translated from the german by h. t. lowe-porter.",#matchall,#matchall,19,22,1941.0,1929,mdp.39015008689393,nobel,Germany
"wharton, edith","wharton, edith",100,a son at the fro,"a son at the front, by edith wharton...",age of innocence,the age of innocence,31,31,1923.0,1921,uc1.b3864888,pulitzer,US
"mann, thomas","mann, thomas",100,tables of,the tables of the law thomas mann ; translated by h.t. lowe-porter.,#matchall,#matchall,30,33,1945.0,1929,uc1.b3634598,nobel,Germany
"poole, ernest","poole, ernest",100,great wind,great winds by ernest poole.,his family,his family,18,20,1933.0,1918,uc1.$b799667,pulitzer,US
"poole, ernest","poole, ernest",100,silent sto,"silent storms, by ernest poole.",his family,his family,28,30,1927.0,1918,uc1.$b298773,pulitzer,US
"poole, ernest","poole, ernest",100,with easte,"with eastern eyes, by ernest poole.",his family,his family,28,30,1926.0,1918,uc1.$b243872,pulitzer,US
"poole, ernest","poole, ernest",100,little dar,the little dark man and other russian sketches by ernest poole.,his family,his family,28,30,1925.0,1918,uc1.$b243874,pulitzer,US
"deledda, grazia","deledda, grazia",100,marianna ,marianna sirca grazia deledda ; translated and with an introduction by jan kozma.,#matchall,#matchall,30,33,1936.0,1926,mdp.39015063352317,nobel,Italy
"pontoppidan, henrik","pontoppidan, henrik",100,emanuel,emanuel,#matcha,#matchall,24,29,1896.0,1917,uc2.ark+=13960=t88g8jv5k,nobel,Denmark
"poole, ernest","poole, ernest",100,voice of t,the voice of the street by ernest poole.,his family,his family,28,30,1906.0,1918,uc1.$b799664,pulitzer,US
"poole, ernest","poole, ernest",100,"harbor, by","the harbor, by ernest poole.",his family,his family,28,30,1915.0,1918,mdp.39015030710860,pulitzer,US
"poole, ernest","poole, ernest",100,harbor by ,the harbor by ernest poole.,his family,his family,28,30,1915.0,1918,nyp.33433076055148,pulitzer,US
"poole, ernest","poole, ernest",100,his family,his family.,his family,his family,98,100,1917.0,1918,nyp.33433076055130,pulitzer,US
"poole, ernest","poole, ernest",100,village;,the village;,his fami,his family,21,25,1918.0,1918,uc2.ark+=13960=t5bc3z13p,pulitzer,US
"poole, ernest","poole, ernest",100,his second,his second wife,his family,his family,38,40,1918.0,1918,uc2.ark+=13960=t6d21sw1w,pulitzer,US
"poole, ernest","poole, ernest",100,village; r,"the village; russian impressions, by ernest poole ...",his family,his family,18,20,1919.0,1918,mdp.39015026728330,pulitzer,US
"poole, ernest","poole, ernest",100,blind;,blind;,his fa,his family,11,17,1920.0,1918,uc2.ark+=13960=t4qj7929j,pulitzer,US
"poole, ernest","poole, ernest",100,beggars' g,beggars' gold,his family,his family,18,20,1921.0,1918,uc2.ark+=13960=t5k932d3b,pulitzer,US
"poole, ernest","poole, ernest",100,millions b,millions by ernest poole.,his family,his family,28,30,1922.0,1918,uc1.b3144349,pulitzer,US
"poole, ernest","poole, ernest",100,"danger, by","danger, by ernest poole.",his family,his family,18,20,1923.0,1918,uc1.$b298771,pulitzer,US
"poole, ernest","poole, ernest",100,"avalanche,","the avalanche, by ernest poole.",his family,his family,18,20,1924.0,1918,uc1.$b298770,pulitzer,US
"poole, ernest","poole, ernest",100,hunter's m,the hunter's moon by ernest poole ; illustrated by decie merwin ; cover design by abram poole.,his family,his family,38,40,1925.0,1918,uc1.$b799593,pulitzer,US
