,raw_pub,best_match,best_match_prob
9982,Spr iiujrd Republican,Springfield Republican,68.66666666666667
9983,N Y World pom My,N Y World,90.66666666666667
9984,pub. corp.,Pub W,60.333333333333336
9985,Springrd Republican pTa Ap,Springfield Republican,77.33333333333333
9986,(- No Am,No Am,100.0
9987,W!s Lib Bui,Wis Lib Bui,85.0
9988,H- New Repub,New Repub,96.66666666666667
9989,Books (N Y Herald Tribune) pi,Books (N Y Herald Tribune),98.0
9990,Cleveland Open Shelf plOg S,Cleveland Open Shelf,95.0
9991,Nation 123:supC19 D,Nation,82.66666666666667
9992,Int Bk ft,Int Bk R,81.66666666666667
9993,Lit R nil! S,Lit R,87.33333333333333
9994,Cleveland Open Shelf pSO Je,Cleveland Open Shelf,95.0
9995,",- Lit R",Lit R,100.0
9996,Book* (N Y Herald Tribune) pll Ap,Books (N Y Herald Tribune),89.0
9997,'+'— N^w Statesman,New Statesman & Nation,72.0
9998,"fiction, Into a tram."" L. P. Hartley h Sat R",Sat R,74.33333333333333
9999,S.it R of Lit,Sat R of Lit,81.0
10000,NY Times pll O,N Y Times,73.66666666666667
10001,'+'Llt R,Lit R,80.0
10002,-; Boston Transcript pS D,Boston Transcript,95.66666666666667
10003,"master like Schnitzler."" Ruth Sapin i Int Bk R",Int Bk R,77.0
10004,"Into magnificent exhibitionism."" M. A. EglofC Sat R of Lit",Sat R of Lit,78.66666666666667
10005,Books (N Y Herald Tribune) plo N,Books (N Y Herald Tribune),96.33333333333333
10006,"interest and eagerness and is worth reading ""h Ind",Ind,70.66666666666667
10007,y _ sat R of Lit,Sat R of Lit,92.66666666666667
10008,a+ry_ Boston Transcript pS N,Boston Transcript,92.0
10009,to the age of,Theatre Arts Mo,51.333333333333336
10011,•(- WIs Lib Bui,Wis Lib Bui,97.0
10012,-j Boston Transcript pi O,Boston Transcript,94.33333333333333
10013,Atlantic'* Bookshelf Ja,Atlantic Bookshelf,93.66666666666667
10014,: Boston Transcript pS My,Boston Transcript,95.0
10015,)- Springf'd Republican,Springfield Republican,87.33333333333333
10016,"ful. And the book is frightfully without form."" h N Y Times",N Y Times,76.0
10017,ilization.,Nation,72.33333333333333
10018,"inc.,",Ind,55.666666666666664
10019,(Review of v St Louis,St Louis,85.66666666666667
10020,Spec 137:sup584 O,Spec,79.33333333333333
10021,Klrkuc,Kirkus,67.0
10022,-. Book Week,Book Week,100.0
10024,Cleveland Open Shalf,Cleveland Open Shelf,95.0
10025,f New Repub,New Repub,96.66666666666667
10026,-f- Weekly Book Review pi My,Weekly Book Review,94.0
10028,Weekly Book Review pC Mr,Weekly Book Review,95.33333333333333
10029,Springf'd Republican pit! D,Springfield Republican,79.66666666666667
10030,Sprlngf'd Republican pld Jl,Springfield Republican,73.33333333333333
10031,(- Weekly Book Review,Weekly Book Review,100.0
10032,-t New Statesman A Nation,New Statesman & Nation,95.33333333333333
10033,NY Time* plO N,Time,82.33333333333333
10034,"., New Statesman",New Statesman & Nation,86.66666666666667
10035,N Y Time* pi Mr,Time,81.33333333333333
10036,U,U S Quarterly Bkl,70.33333333333333
10037,-(-Weekly Book Review pi Mr,Weekly Book Review,95.33333333333333
10038,Weekly Book Review pS Mr,Weekly Book Review,95.33333333333333
10039,Boston Qlobe Je,Boston Globe,84.66666666666667
10040,Book We.'< pll Je,Book Week,67.0
10041,"how It can benefit others."" Clare Jaynes h Book Week plO My",Book Week,75.66666666666667
10042,NY Time.,Time,91.0
10043,"multiply In the future."" C. V. Terry h N Y Times",N Y Times,78.0
10044,Gn+e-?SaItkR of Lit,Sat R of Lit,74.33333333333333
10045,"urges ^""^y Book Review",Review,82.66666666666667
10046,-L _ Times [London] Lit Sup,Times [London] Lit Sup,97.0
10047,Book Week plS O,Book Week,91.66666666666667
10048,tication that it quickly loses Its sparkle.'* h New Yorker,New Yorker,77.0
10049,Sat B of Lit,Sat R of Lit,89.0
10050,Weekly Book Review pS Je,Weekly Book Review,95.33333333333333
10051,-I Klrku*,Kirkus,63.666666666666664
10052,Book Week pB N,Book Week,92.66666666666667
10053,Sp.-ingf'd Republican,Springfield Republican,71.33333333333333
10054,Book Week pll Je,Book Week,90.66666666666667
10055,Boston Globe Je,Boston Globe,96.33333333333333
10056,+r— Cath World,Cath World,97.0
10057,Weekly Book Review pll Jl l,Weekly Book Review,93.33333333333333
10058,N Y Times pi! D,N Y Times,92.66666666666667
10059,-! Weekly Book Review,Weekly Book Review,100.0
10060,Weekly Book Review plG My,Weekly Book Review,94.66666666666667
10061,Weekly Book Review pi D,Weekly Book Review,96.0
10062,SDec,Spec,75.0
10063,Springf'd Republican plil Je,Springfield Republican,76.66666666666667
10064,V^Kirkus,Kirkus,95.33333333333333
10065,Weekly Book Review pll Jl,Weekly Book Review,94.66666666666667
10066,-i Kirkut,Kirkus,75.0
10067,Weekly Book Review pg Mr,Weekly Book Review,95.33333333333333
10068,Weekly Book Review pig Ap,Weekly Book Review,94.66666666666667
10069,-j- Weekly Book Review,Weekly Book Review,98.33333333333333
10070,K1rku»,Kirkus,71.0
10071,-I Weekly Book Review plO N,Weekly Book Review,94.0
10072,Sat R of LJt,Sat R of Lit,92.0
10073,Booklet,Booklist,77.0
10074,"world's greatest bore."" Arthur Meeker h Book Week",Book Week,77.33333333333333
10075,.{ New Statesman & Nation,New Statesman & Nation,100.0
10076,.Christian Science Monitor,Christian Science Monitor,100.0
10077,h- Weekly Book Review plO O,Weekly Book Review,94.0
10078,Boston Globe My,Boston Globe,96.33333333333333
10079,tSprlngf'd Republican pUl F,Springfield Republican,73.33333333333333
10080,Sprlngf'd Republican pld Ap,Springfield Republican,73.33333333333333
10081,Sat R ol Lit,Sat R of Lit,92.0
10082,Weekly Book Review plO D,Weekly Book Review,95.33333333333333
10083,•t New Yorker,New Yorker,97.0
10084,Book Week pll Jl,Book Week,90.66666666666667
10085,N Y Time* pi O,Time,82.33333333333333
10086,New York«r,New Yorker,93.33333333333333
10087,t Springf'd Republican,Springfield Republican,83.33333333333333
10088,Christian Science Monitor plfi D,Christian Science Monitor,96.0
10089,Weekly Book Review pG D,Weekly Book Review,96.0
10090,Weekly Book Review po My,Weekly Book Review,95.33333333333333
10091,Weekly Book Review plO My IS,Weekly Book Review,92.66666666666667
10092,Book Week pg Ap,Book Week,91.66666666666667
10093,"^'""r '_ Kirkus",Kirkus,91.66666666666667
10094,Library J.,Library J,100.0
10095,New Statesman & .Nation,New Statesman & Nation,98.33333333333333
10096,°°' Klrkus,Kirkus,83.0
10097,N Y Times*23 Ag,N Y Times,91.66666666666667
10098,Book Week pll O,Book Week,91.66666666666667
10099,J Cath World,Cath World,97.0
10100,'-i Weekly Book Review,Weekly Book Review,98.33333333333333
10101,-j Book Waek,Book Week,83.0
10102,Christian Science Monitor pli My,Christian Science Monitor,96.0
10103,•f Klrkug,Kirkus,60.333333333333336
10104,Naw Yorker,New Yorker,90.0
10105,-J Sprlngf'd Republican,Springfield Republican,80.0
10106,Book Week pfl Ap,Book Week,90.66666666666667
10107,Ktrkus,Kirkus,83.0
10108,-I Weekly BooK Review,Weekly Book Review,96.33333333333333
10109,Book Week pti Ap,Book Week,90.66666666666667
10110,Book Week pi D,Book Week,92.66666666666667
10111,Weekly Book Review plD Ja,Weekly Book Review,94.66666666666667
10112,_+ Christian Century,Christian Century,98.0
10113,"""70J0lnle» [t-ondon] Lit Sup",Times [London] Lit Sup,72.66666666666667
10114,f- Weekly Book Review,Weekly Book Review,98.33333333333333
10115,t Klrkus,Kirkus,75.0
10116,'H Springf'd Republican,Springfield Republican,84.66666666666667
10117,-j- Weekly Book Review pis Je,Weekly Book Review,93.33333333333333
10118,-| Churchman,Churchman,100.0
10119,Kirkus 13:41'F,Kirkus,86.66666666666667
10120,•I Weekly Book Review plO N,Weekly Book Review,94.0
10121,} New Repub,New Repub,100.0
10122,Book Week pll Mr IS,Book Week,88.0
10123,Boston Globe pie F,Boston Globe,93.33333333333333
10124,Weekly Book Review pC Je,Weekly Book Review,95.33333333333333
10125,Kirkus 13:37)1 Jl,Kirkus,84.0
10126,•'| Book Week,Book Week,100.0
10127,Weekly Book Review pC Jl,Weekly Book Review,95.33333333333333
10128,•+- New Yorker,New Yorker,100.0
10129,Boston Globe plB F,Boston Globe,93.33333333333333
10130,Manchester Guardian pS Jl,Manchester Guardian,95.33333333333333
10131,+' Springf d Republican,Springfield Republican,87.33333333333333
10132,[- New Yorker,New Yorker,100.0
10133,Book Week plO,Book Week,94.0
10134,° ' ' New Yorker,New Yorker,100.0
10135,Boston Globs,Boston Globe,92.0
10136,Weekly Book Review p« Ap,Weekly Book Review,96.0
10138,N Y Time* pi F,Time,82.33333333333333
10139,NY Times plO Ag,N Y Times,72.66666666666667
10140,WIi Lib Bui,Wis Lib Bui,91.0
10141,Vey N Y Times,N Y Times,94.0
10142,Springf'd Republican pld N,Springfield Republican,78.66666666666667
10143,•t- Kirkus,Kirkus,95.33333333333333
10144,•- Weekly Book Review,Weekly Book Review,100.0
10145,•t- Boston Qlobe My,Boston Globe,81.33333333333333
10146,-{ New Statesman &. Nation,New Statesman & Nation,98.33333333333333
10147,h N Y Times pll D,N Y Times,89.66666666666667
10148,"and swallow fast."" James MacBride h N Y Times",N Y Times,78.33333333333333
10149,Springf'd Republican p-Ul My,Springfield Republican,79.33333333333333
10150,|- Christian Science Monitor pl$ N,Christian Science Monitor,97.0
10151,", Weekly Book Review",Weekly Book Review,100.0
10152,•I- Commonweal,Commonweal,97.0
10153,+gWeekly Book Review,Weekly Book Review,85.33333333333333
10154,Chem &. Ena N,N,72.66666666666667
10155,J R of Scientific Instruments,R of Rs,59.0
10156,-| Kirkui,Kirkus,83.0
10157,'— Springf'd Republican,Springfield Republican,87.33333333333333
10158,Book Week pig Ap,Book Week,90.66666666666667
10159,-I • Klrkus,Kirkus,75.0
10160,Springf'd Republican pld Mr,Springfield Republican,77.33333333333333
10161,Weekly Book Review pin D,Weekly Book Review,95.33333333333333
10162,N Y Times pO Ap,N Y Times,91.66666666666667
10163,-f- Boston Globe,Boston Globe,97.33333333333333
10164,-H Canadian Forum,Canadian Forum,97.66666666666667
10165,; New Yorker,New Yorker,100.0
10166,•I- Sat R of Lit,Sat R of Lit,97.33333333333333
10167,Weekly Book Review plS Mr,Weekly Book Review,94.66666666666667
10168,•«N?^ Statesman & Nation,New Statesman & Nation,90.0
10169,•i- Atlantic,Atlantic,96.33333333333333
10170,Book Week pi S SO,Book Week,89.66666666666667
10171,"lack of a center."" F. C. Qolfflng h Poetry",Poetry,75.66666666666667
10172,-| Times [London] Lit Sup pl!3 Mr,Times [London] Lit Sup,94.33333333333333
10173,N Y Times pit Ap,N Y Times,90.66666666666667
10174,-L Times [London] Lit Sup,Times [London] Lit Sup,98.33333333333333
10175,Christian Science Monitor pH F,Christian Science Monitor,97.0
10176,-| Weekly Book Review pC My,Weekly Book Review,95.33333333333333
10177,Weekly Book Review pig Ja,Weekly Book Review,94.66666666666667
10178,NewlYorker,New Yorker,90.0
10179,Book Week pS N,Book Week,92.66666666666667
10180,Christian Science Monitoor,Christian Science Monitor,97.33333333333333
10181,Wia Lib But,Wis Lib Bui,82.0
10182,Yorker,New Yorker,91.66666666666667
10183,'— Christian Science Monitor,Christian Science Monitor,100.0
10184,°^L-ffNew Statesman & Nation,New Statesman & Nation,88.0
10185,~f Weekly Book Review,Weekly Book Review,98.33333333333333
10186,'I- Weekly Book Review,Weekly Book Review,98.33333333333333
10187,Kirkm,Kirkus,75.33333333333333
10188,-)• Sprlngf'd Republican,Springfield Republican,82.66666666666667
10189,Christian Science Monitor plO,Christian Science Monitor,97.66666666666667
10190,-| Book Week pi Mr,Book Week,91.66666666666667
10191,New Repub.,New Repub,100.0
10192,Buok Week,Book Week,89.0
10193,•{- Library J,Library J,100.0
10194,Weekly Book Review pic Je,Weekly Book Review,94.66666666666667
10195,'+ Klrkui,Kirkus,67.0
10196,•(- Commonweal,Commonweal,100.0
10197,"heroism, Is at best a synthetic thing."" N. B. h N Y Times",N Y Times,76.66666666666667
10198,Boston Globe pl.5 Ja,Boston Globe,91.66666666666667
10199,Times [London] Lit Sup pM F,Times [London] Lit Sup,96.33333333333333
10200,"Book Week pi Ja,",Book Week,91.66666666666667
10201,'+' Weekly Book Review,Weekly Book Review,100.0
10202,Weekly Book Review pl« Ap,Weekly Book Review,95.33333333333333
10203,Book Week pit; N,Book Week,91.66666666666667
10204,'— N Y Times,N Y Times,100.0
10205,N Y Tlm«»,N,75.0
10206,Boston Transcript pi D IS,Boston Transcript,93.66666666666667
10207,H' S' aSabtyR of Lit,S,70.33333333333333
10208,Yale R n s 26:vlii summer,Yale R,79.66666666666667
10209,Forum 98:vii D,Forum,84.33333333333333
10210,-) -NY Times pB Jl,N Y Times,73.66666666666667
10211,•j Times [London] Lit Sup,Times [London] Lit Sup,98.33333333333333
10212,Cleveland Open Shelf plS Jl,Cleveland Open Shelf,95.0
10213,"and so many excellent scenes."" G. F. Willison h Nation",Nation,73.66666666666667
10214,Chicago Daily Tribune plO F,Chicago Daily Tribune,96.0
10215,-< NY Times,N Y Times,90.0
10216,'—'+Sat R of Lit,Sat R of Lit,100.0
10217,Books ill I O,Books,85.33333333333333
10218,-I Times [London] Lit Sup pSS F,Times [London] Lit Sup,94.33333333333333
10219,Books plO,Books plO,100.0
10220,Sat K of Lit,Sat R of Lit,89.0
10221,"Springf'd Republican p""e N",Springfield Republican,78.66666666666667
10222,"'—""Sat R of Lit",Sat R of Lit,100.0
10223,-:- Books,Books,100.0
10224,Springf d Republican plO F,Springfield Republican,78.66666666666667
10225,-': Nation,Nation,100.0
10227,NY Tlrnet,N Y Tribune,62.333333333333336
10228,Spec 157:sup36 N,Spec,80.0
10229,Sprinaf'd Republican plO My,Springfield Republican,73.33333333333333
10230,Spec lf>9:152 Jl,Spec,80.0
10231,Yale R n s 27:viii winter,Yale R,79.66666666666667
10232,•± Chicago Daily Tribune,Chicago Daily Tribune,100.0
10233,> Manchester Guardian,Manchester Guardian,100.0
10234,h Atlantic Ag,Atlantic,92.0
10235,Christian Science Monitor pig My,Christian Science Monitor,96.0
10236,Chicago Dally Tribune pS F,Chicago Daily Tribune,88.33333333333333
10237,Booki pll N,Books plO,72.66666666666667
10238,"""""' 'ar+ New Repub",New Repub,95.33333333333333
10239,-\- Yale R n s 27:vlli autumn,Yale R,79.66666666666667
10240,Books pO Je,Books,87.33333333333333
10241,-) Am R,No Am,64.66666666666667
10242,h Sprinaf'd Republican,Springfield Republican,78.66666666666667
10243,Spec 159:sup46 N,Spec,80.0
10244,"as Pierre Nezelof."" Albert Guerard h Books plO Ja",Books plO,77.33333333333333
10245,"l"" ^'j^^m ""pub Health",Pub W,54.666666666666664
10246,New Statesman i Nation 14:sup546 O,New Statesman & Nation,89.66666666666667
10247,C+ Books,Books,94.33333333333333
10248,-I Books pS Jl,Books,85.33333333333333
10249,Cath World HC:374 D,Cath World,89.66666666666667
10250,h Am R,No Am,57.333333333333336
10251,Chicago Dally Tribune plO F,Chicago Daily Tribune,87.0
10252,"evident from the first."" Vincent Engels h Commonweal",Commonweal,77.66666666666667
10253,•H- Springf'd Republican,Springfield Republican,84.66666666666667
10254,h- Books,Books,94.33333333333333
10255,•|- Manchester Guardian pS Mr,Manchester Guardian,95.33333333333333
10256,•I • Manchester Guardian,Manchester Guardian,98.33333333333333
10257,"goings-on which his intelligence cannot fathom."" Boston Transcript",Boston Transcript,80.66666666666667
10258,-I Boston Transcript pi Je,Boston Transcript,93.66666666666667
10259,N Y Times pG Je,N Y Times,91.66666666666667
10260,h Books pi I O,Books,84.33333333333333
10261,"""Sat R of Lit",Sat R of Lit,100.0
10262,Yale R n s 26:viii summer,Yale R,79.66666666666667
10263,Wis I 'b Bui,Wis Lib Bui,79.0
10264,-| Books pG Ag,Books,87.33333333333333
10265,Chicago Daily Tribune plO Ag,Chicago Daily Tribune,95.33333333333333
10266,-I Books pi Jl,Books,85.33333333333333
10267,Christian Science Monitor pig Jl,Christian Science Monitor,96.0
10268,Foeum,Forum,80.0
10269,j- Nation,Nation,95.33333333333333
10270,Yale R n s 27:vili autumn,Yale R,79.66666666666667
10271,-| Manchester Guardian pll D,Manchester Guardian,95.33333333333333
10272,Times [London] Lit Sup plOSl D,Times [London] Lit Sup,94.33333333333333
10273,(- New Statesman &. Nation,New Statesman & Nation,98.33333333333333
10274,h Chicago Dally Tribune plO Ja,Chicago Daily Tribune,85.33333333333333
10275,"as Journalistic reporting."" M. M. Colum h Forum",Forum,73.66666666666667
10276,Forum 98:vii S,Forum,84.33333333333333
10277,Books pIS S,Books,87.33333333333333
10278,-! Books,Books,100.0
10279,]- Sprlngf'd Republican,Springfield Republican,82.66666666666667
10280,•i- Manchester Guardian,Manchester Guardian,98.33333333333333
10281,"Miss Mannin as grand marshal."" George Conrad h Books",Books,72.66666666666667
10282,Sprlngrd Republican plO S,Springfield Republican,73.66666666666667
10283,. Manchester Guardian,Manchester Guardian,100.0
10284,N Y Times pj N,N Y Times,92.66666666666667
10285,—'+ Sat R of Lit,Sat R of Lit,100.0
10286,h Atlantic S,Atlantic,93.33333333333333
10287,"in Limbo.' "" John Chamberlain Books",Books,76.0
10288,\- Time,Time,100.0
10289,Chicago Daily Tribune pll F,Chicago Daily Tribune,96.0
10290,Yale R n s 26:viii spring,Yale R,79.66666666666667
10291,"even the poorer farmers."" Harry Sylvester h Books plO Ap",Books plO,76.33333333333333
10292,Christian Science Monitor pig Ja,Christian Science Monitor,96.0
10293,Sprin0fd Republican plO S,Springfield Republican,78.66666666666667
10294,Christian Science Monitor pit) O,Christian Science Monitor,96.33333333333333
10295,Books PG My,Books,87.33333333333333
10296,N Y Times pB F,N Y Times,92.66666666666667
10297,Boston Transcript pi JM,Boston Transcript,95.0
10298,"""Tj?hicao° Dal|y Tribune",N Y Tribune,74.66666666666667
10299,• Atlantic D,Atlantic,96.33333333333333
10300,Books plO Ag S,Books plO,92.66666666666667
10301,Chicago Daily Tribune plO Jl,Chicago Daily Tribune,95.33333333333333
10302,Forum 98:viii D,Forum,83.33333333333333
10303,Times [London] Lit Sup plSO F,Times [London] Lit Sup,95.0
10304,Yale R n s 27:xil autumn,Yale R,80.0
10305,"Tn,.New Statesman &, Nation",New Statesman & Nation,96.0
10306,"of warmth and vitality."" Forrest Reid Spec",Spec,72.66666666666667
10307,'—'NY Times,N Y Times,90.0
10308,Books nil S,Books,87.33333333333333
10309,h Chicago Daily Tribune plO S,Chicago Daily Tribune,94.66666666666667
10310,•f Chicago Dally Tribune,Chicago Daily Tribune,92.33333333333333
10311,r- N Y Times plO Je,N Y Times,89.0
10312,Times [London] Lit Sup pl.'ld F,Times [London] Lit Sup,94.33333333333333
10313,Manchester Guardian sup xii D,Manchester Guardian,93.0
10314,Yale R n s 27:xii autumn,Yale R,80.0
10315,Chicago Daily Tribune pS Ap,Chicago Daily Tribune,96.0
10316,I Mew Statesman & Nation,New Statesman & Nation,87.0
10317,eyn°+SN Y Times pi Ap,N Y Times,83.33333333333333
10318,Times [London] Lit Sup pin My,Times [London] Lit Sup,95.0
10319,Springf'd Republican pie Je,Springfield Republican,77.33333333333333
10320,-! Chicago Daily Tribune,Chicago Daily Tribune,100.0
10321,"tive and sincere."" Josephine Johnson h New Repub",New Repub,77.66666666666667
10322,Yale R n s 27:xii winter,Yale R,80.0
10323,Spec 159:supl4 N,Spec,80.0
10324,Times [London] LJt Sup,Times [London] Lit Sup,95.0
10325,Sat R ot Lit,Sat R of Lit,92.0
10326,"and he himself is not a very engaging figure."" h Boston Transcript",Boston Transcript,80.66666666666667
10327,: New Statesman &. Nation,New Statesman & Nation,98.33333333333333
10328,NY Times pG F,N Y Times,75.33333333333333
10329,-I • Books plO O,Books plO,94.0
10330,-\ NY Times pS O,N Y Times,75.33333333333333
10331,-I New Statesman & Nation 14:sup516 O,New Statesman & Nation,91.33333333333333
10332,Books po O,Books,89.0
10333,fT N Y Times pi O,N Y Times,89.66666666666667
10334,+' Nature,Survey,53.333333333333336
10335,Books us Jl,Books,87.33333333333333
10336,"regard for anything approaching credibility."" Sat R of Lit",Sat R of Lit,78.33333333333333
10337,-f- Chicago Daily Tribune plO Jo.,Chicago Daily Tribune,94.0
10338,Manchester Guardian p x D,Manchester Guardian,95.33333333333333
10339,-| NY Times plO Ag,N Y Times,72.66666666666667
10340,Manchester Guardian pn Ag,Manchester Guardian,95.33333333333333
10341,Books PIS Ap,Books,86.33333333333333
10342,Times [London] Lit Sup plBO F,Times [London] Lit Sup,95.0
10343,Forum 9S:viii D,Forum,83.33333333333333
10344,•J Boston Transcript pi Ap,Boston Transcript,93.66666666666667
10345,-| Books plO S,Books plO,96.66666666666667
10346,Spec 159:sup2G N,Spec,80.0
10347,N Y Times pig F,N Y Times,91.66666666666667
10348,_| . Nation,Nation,95.33333333333333
10349,"J, Sat R of Lit",Sat R of Lit,97.33333333333333
10350,-| Books pi Ja,Books,87.33333333333333
10351,certainty of the point of view.1' William Troy h Nation,Nation,73.33333333333333
10352,-I NY Times pi Ja,N Y Times,72.0
10353,Sp: inyf'd Republican,Springfield Republican,68.33333333333333
10354,-) Yale R n s 26:viil spring,Yale R,79.66666666666667
10355,-| NY Times pG Mr,N Y Times,73.66666666666667
10356,Christian Science Monitor plS A,Christian Science Monitor,96.33333333333333
10357,Books plD F,Books,87.33333333333333
10358,"fellowship prize to it."" Amy Loveman h Sat R of Lit",Sat R of Lit,79.66666666666667
10359,a New Statesman & Nation,New Statesman & Nation,98.33333333333333
10360,Sat'R'of Lit,Sat R of Lit,94.33333333333333
10361,"Springf'd Republican p""e F",Springfield Republican,78.66666666666667
10362,•j Manchester Guardian,Manchester Guardian,98.33333333333333
10363,Springf'd Republican pTe Ja Z,Springfield Republican,76.0
10364,"Books pi C, My",Books,85.33333333333333
10365,N Y Times pB Ag,N Y Times,91.66666666666667
10366,-!- Books,Books,100.0
10367,• ~7'!SZS [London] Lit Sup,Times [London] Lit Sup,79.66666666666667
10368,N Y Times plG Je,N Y Times,90.66666666666667
10369,-| Canadian Forum,Canadian Forum,100.0
10370,"""+ N Y Times",N Y Times,100.0
10371,! New Statesman,New Statesman & Nation,88.66666666666667
10372,NY Times pG Ap,N Y Times,73.66666666666667
10373,T Times [London] Lit Sup,Times [London] Lit Sup,98.33333333333333
10374,Spec 157:sup38 N,Spec,80.0
10375,Books pll As,Books,86.33333333333333
10377,Sat fi of Lit,Sat R of Lit,84.66666666666667
10378,•!- Times [London] Lit Sup,Times [London] Lit Sup,100.0
10379,.) Books,Books,100.0
10380,"Ings of a bewildered intellect."" Louis Rich j- Nation",Nation,73.66666666666667
10381,j Books pi Mr,Books,85.33333333333333
10382,-\ • Spec,Spec,100.0
10383,"Times [London] Lit Sup pr,75 Ag",Times [London] Lit Sup,94.0
10384,Siat R of Lit,Sat R of Lit,94.66666666666667
10385,^ Spec,Spec,100.0
10386,Chicago Dally Tribune plO P,Chicago Daily Tribune,87.0
10387,I- N Y Times plO Ap,N Y Times,89.0
10388,Christian Science Monitor plS Ag,Christian Science Monitor,96.0
10389,"Books pi; S r,",Books,86.33333333333333
10390,Books i)l.'! Ja,Books,86.33333333333333
10391,-| Books plO N,Books plO,96.66666666666667
10392,Books plo My,Books plO,91.66666666666667
10393,Spriiujfd Republican,Springfield Republican,79.0
10394,-i Scientific Bk Club R,Int Bk R,52.333333333333336
10395,Books po Ag,Books,87.33333333333333
10396,r- Commonweal,Commonweal,97.0
10397,"""—F+""N Y Times plO Jl",N Y Times,89.0
10398,SCram+eSat R of Lit,Sat R of Lit,83.66666666666667
10399,Books plG F,Books,87.33333333333333
10400,Chicago Dally Tribune pS Ag,Chicago Daily Tribune,87.0
10401,i- Christian Science Monitor plG Ag,Christian Science Monitor,95.0
10402,j Springf'd Republican,Springfield Republican,83.33333333333333
10403,"presented men and women."" Wilfrid Gibson Manchester Guardian",Manchester Guardian,83.0
10404,Spring*' d Republican,Springfield Republican,82.33333333333333
10405,"very, very good."" David Tllden h Books",Books,75.0
10406,h- sat R of Lit,Sat R of Lit,94.66666666666667
10407,Sat T» of Lit,Sat R of Lit,86.0
10408,j Books plO Mr,Books plO,92.66666666666667
10409,; Christian Science Monitor pll Je,Christian Science Monitor,96.0
10410,-f- Sprimjf'd Republican,Springfield Republican,75.66666666666667
10411,Chicago Dally Tribune pi I O,Chicago Daily Tribune,86.66666666666667
10412,N Y Times pig Ag,N Y Times,90.66666666666667
10413,(- Nature,Survey,53.333333333333336
10414,-I NY Tlmet,N Y Times,59.0
10415,•i NY Tlmet,N Y Times,59.0
10416,"talk and unfunny humor. Exasperating."" h Sat R of Lit",Sat R of Lit,79.66666666666667
10417,Christian Science Monitor plS Jl,Christian Science Monitor,96.0
10418,Sat R of LIT,Sat R of Lit,94.33333333333333
10419,•_)_ N Y Times,N Y Times,94.0
10420,_i Chicago Dally Tribune plO S,Chicago Daily Tribune,85.33333333333333
10421,Chicago Daily Tribune pS Ag,Chicago Daily Tribune,96.0
10422,-\ New Statesman & Nation 14:sup567 O,New Statesman & Nation,92.33333333333333
10423,'—'+ Sat R of Lit,Sat R of Lit,100.0
10424,': Times [London] Lit Sup,Times [London] Lit Sup,100.0
10425,Christian Science Monitor pis My,Christian Science Monitor,96.0
10426,Times [London] Lit Sup p.i75 Ag,Times [London] Lit Sup,94.0
10427,-i Books plO N,Books plO,94.0
10428,"the process Is vaguely uninteresting."" Lisle Bell H Books",Books,72.33333333333333
10429,Times [London] Lit Sup pill My,Times [London] Lit Sup,94.33333333333333
10430,Yala R n s 26:viil summer,summary,51.0
10431,Qath World,Cath World,90.0
10432,•r Manchester Guardian,Manchester Guardian,98.33333333333333
10433,I Christian Science Monitor,Christian Science Monitor,98.66666666666667
10434,Springf'd Republican pte Ap,Springfield Republican,77.33333333333333
10435,; Chicago Daily Tribune,Chicago Daily Tribune,100.0
10436,gordato ^^ statesman & Nation,New Statesman & Nation,81.33333333333333
10437,-I NY Times pll Ja,N Y Times,71.33333333333333
10438,_| Books pi Ag,Books,85.33333333333333
10439,Canadian Forum 17:32S'D,Canadian Forum,92.0
10440,Forum 9S:vii S,Forum,84.33333333333333
10441,-) Boston Transcript pi My,Boston Transcript,95.0
10442,h Books plO Jl,Books plO,92.66666666666667
10443,Niehoff_ gat R of Ljt lg:20 jj,R of Rs,55.333333333333336
10444,-! New Statesman,New Statesman & Nation,86.66666666666667
10445,"too shrewd for its own good."" E. H. Walton N Y Times",N Y Times,77.33333333333333
10446,Books pi I My,Books,85.33333333333333
10447,"fresh and, at any rate, sincere."" C. H. M. r- Sat R of Lit",Sat R of Lit,79.66666666666667
10448,Chicago Dally Tribune plS Ap IT,Chicago Daily Tribune,85.0
10449,Books pIC Ap,Books,86.33333333333333
10450,-• Springf'd Republican,Springfield Republican,87.33333333333333
10451,Books i.s Je,Books,86.33333333333333
10452,f- New fiepub,New Repub,67.33333333333333
10453,Boston Transcript pll Ap &,Boston Transcript,94.33333333333333
10454,"been able to handle well."" Harry Sylvester h Commonweal",Commonweal,77.33333333333333
10455,Christian Science Monitor plG S,Christian Science Monitor,96.33333333333333
10456,A Nation,Nation,95.33333333333333
10457,i Books pll F,Books,85.33333333333333
10458,•I- Boston Transcript pi Ap,Boston Transcript,93.66666666666667
10459,Boston Transcript pll Ag,Boston Transcript,94.33333333333333
10460,Yale R n s 30:xil autumn,Yale R,80.0
10461,-i Books pS Je,Books,85.33333333333333
10462,Yale R n s 30:xii autumn,Yale R,80.0
10463,-| Boston Transcript pll O,Boston Transcript,95.0
10464,"Books jiir, Mr",Books,85.33333333333333
10465,there. ^ R ^ ut,Theatre Arts Mo,51.0
10466,Books plO P,Books plO,96.66666666666667
10469,j NY Times,N Y Times,84.0
10470,Bookc,Books,80.0
